Booking ID,Booking Date,Trip Start Date,Planned ETA,Actual ETA,Trip End Date,Origin Location,Origin Lat,Origin Lon,Stopover Location,Stopover Lat,Stopover Lon,Destination Location,Destination Lat,Destination Lon,Distance (KM),Shipment Type,Material Category,Material Shipped,Material Weight (KG),Vehicle Type,Vehicle Registration,GPS Notes,Enroute Issues,Supplier Name,Customer Name,Supplier Specialization,Driver Name,Driver Mobile No,Trip Status,Load Type,Delivery Window Start,Delivery Window End,Driver Hours Logged,Notes,Trip Type,Road Distance (KM),Route,Trip Duration (Hours),Arrival Status,Delay Hours,Route Category,Avg Speed (KM/H),Consecutive_Driving_Days,Fatigue Risk,KM_Since_Last_Service,Needs_Service_Soon,Month,Year
8f17b1f0-277f-469f-b966-623c1098217a,2024-10-15,2024-10-20 11:57:15.397040,2024-10-20 19:00:09.245521,2024-10-20 19:25:30.941581,2024-10-20 22:21:11.480206,"Phoenix, AZ",33.4484,-112.074,,,,Tijuana,32.514947,-117.038247,613.65,Priority,Perishables,Fresh Produce,854.0,Flatbed,AVX-1640,Consistent,,CoolFreight,Ward-Nelson,Perishables,Adam Russell,817.912.7484,Completed,Less-than-Truckload,2024-10-20 08:00:00,2024-10-20 18:00:00,10.4,,Continuation,589.04,9TBQ39 -> 9MUBBX,7.470984594722222,On Time,0.42269335,Short (<1500km),82.14,6,High,5703.9,False,October,2024
d8a91405-a19b-49ee-b8cb-0c6273f39076,2024-11-12,2024-11-13 04:00:00.000000,2024-11-18 01:25:58.846992,2024-11-17 13:51:36.229648,2024-11-17 17:24:21.794096,"Calgary, AB",51.044733,-114.071883,"Indianapolis, IN",39.7684,-86.1581,"Denver, CO",39.7392,-104.9903,4827.62,Regular,Hazardous,Industrial Solvent,3549.0,Reefer Truck,PFR-6945,Consistent,,HydroTrans,Valentine Ltd,Hazardous,Adam Russell,817.912.7484,Completed,Full Truckload,2024-11-18 08:00:00,2024-11-18 18:00:00,109.41,,Regular,4611.86,C3NFKH -> 9XJ64F,105.8600637911111,On Time,-11.572949262222222,Long (>3500km),45.6,7,High,4827.62,False,November,2024
ac4bc985-8de1-4d37-8ce1-773d331e37fa,2024-11-25,2024-11-25 08:00:00.000000,2024-11-25 14:03:12.143952,2024-11-25 19:31:01.724582,2024-11-26 00:42:47.441351,Tijuana,32.514947,-117.038247,,,,"Los Angeles, CA",34.0522,-118.2437,224.42,Priority,Hazardous,Bleach,901.0,Flatbed,DQE-7752,Consistent,Border Issue,SafeChem,"Goodwin, Olson and Sharp",Hazardous,Adam Russell,817.912.7484,Completed,Full Truckload,2024-11-25 08:00:00,2024-11-25 18:00:00,16.71,,Regular,222.77,9MUBBX -> 9Q5CTR,11.517145717222222,Delay,5.463772397222223,Short (<1500km),19.49,5,Medium,224.42,False,November,2024
41601f6e-fa9a-4f40-a4e4-0fcb534a5b7a,2019-10-23,2019-10-27 12:28:50.598131,2019-10-28 11:33:19.574994,2019-10-28 17:21:50.049188,2019-10-28 19:40:28.674290,"Calgary, AB",51.044733,-114.071883,,,,"San Jose, CA",37.3382,-121.8863,2166.14,Regular,Agriculture,Soybeans,4882.0,Tanker,FUF-0391,Consistent,Incident,AgroSource Inc,Kirby and Sons,Agriculture,Alexis Baker,(368)911-7758,Completed,Full Truckload,2019-10-28 08:00:00,2019-10-28 18:00:00,31.19,,Continuation,2147.99,C3NFKH -> 9Q9K6M,28.883180849166667,Delay,5.808465053888889,Medium (1500-3500km),75.0,5,High,4837.15,False,October,2019
28a03bad-ed95-4ac6-8a21-2277017759c3,2020-01-01,2020-01-06 19:14:29.199695,2020-01-08 16:39:54.608360,2020-01-08 15:50:35.033825,2020-01-08 16:52:59.410799,"Jacksonville, FL",30.3322,-81.6557,,,,Tijuana,32.514947,-117.038247,3965.91,Special Handling,Construction,Cement,4737.0,Container Truck,MSG-7498,Consistent,,BuildBase,Williams-Hughes,Construction,Alexis Baker,(368)911-7758,Completed,Full Truckload,2020-01-08 08:00:00,2020-01-08 18:00:00,45.64,,Continuation,3780.98,DJMUTC -> 9MUBBX,44.601620591666666,On Time,-0.8221040375,Long (>3500km),88.92,7,High,8076.47,False,January,2020
77fcecc8-de97-4b1f-aa85-e3bd8a1c3ca4,2022-12-16,2022-12-16 14:00:00.000000,2022-12-18 10:02:16.809702,2022-12-18 09:05:38.717797,2022-12-18 11:02:04.391439,"Charlotte, NC",35.2271,-80.8431,,,,"Fort Worth, TX",32.7555,-97.3308,1729.89,Priority,Construction,Bricks,7035.0,Reefer Truck,LBT-1241,Consistent,,BuildBase,Taylor-Ayala,Construction,Alexis Baker,(368)911-7758,Completed,Full Truckload,2022-12-18 08:00:00,2022-12-18 18:00:00,45.03,,Regular,1706.71,DNQ82K -> 9VFF34,43.09408827694444,On Time,-0.9439144180555556,Medium (1500-3500km),40.14,4,Medium,1729.89,False,December,2022
44ef8b5d-b1ac-4e33-a4e5-60fcf004ff0c,2022-12-16,2022-12-18 17:44:09.666239,2022-12-19 18:53:57.811999,2022-12-19 20:19:04.427241,2022-12-19 22:42:48.657437,"Fort Worth, TX",32.7555,-97.3308,,,,"Los Angeles, CA",34.0522,-118.2437,2351.48,Special Handling,Perishables,Fresh Produce,6796.0,Reefer Truck,LBT-1241,Consistent,,CoolFreight,May Ltd,Perishables,Alexis Baker,(368)911-7758,Completed,Full Truckload,2022-12-19 08:00:00,2022-12-19 18:00:00,28.98,,Continuation,2263.41,9VFF34 -> 9Q5CTR,26.581878056111112,On Time,1.418504233888889,Medium (1500-3500km),88.46,4,High,4081.37,False,December,2022
ba26b7ac-d4ef-478f-820c-736a65a6912a,2022-12-28,2022-12-28 09:00:00.000000,2022-12-28 20:39:21.965172,2022-12-28 21:09:56.160730,2022-12-29 03:08:45.060328,Guadalajara,20.659698,-103.349609,,,,Mexico City,19.432608,-99.133209,543.23,Priority,Hazardous,Pesticide,8314.0,Flatbed,DQE-7752,Consistent,,SafeChem,Norton-Miller,Hazardous,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2022-12-28 08:00:00,2022-12-28 18:00:00,18.15,,Regular,536.11,9EWT80 -> 9G3W81,12.165600202777778,Delay,0.5094987661111111,Short (<1500km),44.65,2,Low,965.22,False,December,2022
b5f4a4f5-9d1b-47cf-923b-739fd31695b3,2023-01-09,2023-01-10 07:00:00.000000,2023-01-12 06:41:07.791832,2023-01-12 08:26:40.320854,2023-01-12 12:09:56.426853,"Chicago, IL",41.8781,-87.6298,,,,"Dallas, TX",32.7767,-96.797,1603.1,Express,Perishables,Cheese,1549.0,Box Truck,PDJ-5376,Consistent,,ArcticShip,"Weber, Wheeler and Gonzalez",Perishables,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2023-01-12 08:00:00,2023-01-12 18:00:00,53.17,,Regular,1540.7,DP3WJZ -> 9VG4MQ,49.444533570555556,Delay,1.7590358394444443,Medium (1500-3500km),32.42,3,Low,6174.4,False,January,2023
99fa93f3-8fd6-44f7-8aac-fde6ed26b214,2023-04-20,2023-04-27 01:27:40.822714,2023-04-27 08:03:14.329444,2023-04-27 07:24:13.651806,2023-04-27 08:28:06.374298,Tijuana,32.514947,-117.038247,,,,"Phoenix, AZ",33.4484,-112.074,613.84,Priority,Metals,Iron Rods,8023.0,Reefer Truck,QNQ-9985,Consistent,,SteelWorx Ltd,Ray PLC,Metals,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2023-04-27 08:00:00,2023-04-27 18:00:00,7.01,,Continuation,589.04,9MUBBX -> 9TBQ39,5.942452525555556,On Time,-0.6501882327777778,Short (<1500km),103.3,6,High,12709.44,False,April,2023
c03cb018-8e4a-4988-b321-091749b9d95a,2023-07-11,2023-07-12 13:00:00.000000,2023-07-13 02:32:54.680077,2023-07-13 02:36:47.503805,2023-07-13 03:39:14.389289,"Phoenix, AZ",33.4484,-112.074,,,,Tijuana,32.514947,-117.038247,591.52,Special Handling,Fuel,Gasoline,6318.0,Box Truck,INI-5627,Consistent,,FuelLogix,Flynn Group,Fuel,Alexis Baker,(368)911-7758,Completed,Full Truckload,2023-07-13 08:00:00,2023-07-13 18:00:00,14.65,,Regular,589.04,9TBQ39 -> 9MUBBX,13.613195501388889,On Time,0.06467325777777777,Short (<1500km),43.45,1,Low,4116.87,False,July,2023
b3834200-2399-446b-af76-e077bc97acef,2023-07-18,2023-07-22 23:38:20.969020,2023-07-23 18:00:32.922676,2023-07-23 17:45:51.811382,2023-07-23 19:57:39.113938,"Phoenix, AZ",33.4484,-112.074,,,,"Dallas, TX",32.7767,-96.797,1763.18,Priority,Agriculture,Compost,3853.0,Box Truck,QTF-7468,Consistent,,GreenEarth Supply,Moore-Ayala,Agriculture,Alexis Baker,(368)911-7758,Completed,Full Truckload,2023-07-23 08:00:00,2023-07-23 18:00:00,20.32,,Continuation,1714.78,9TBQ39 -> 9VG4MQ,18.125233989444446,On Time,-0.24475313722222222,Medium (1500-3500km),97.28,5,High,4632.99,False,July,2023
f8d027ad-cef6-4d32-93fa-5d383fed3c42,2023-09-14,2023-09-16 00:00:00.000000,2023-09-27 23:11:20.222449,2023-09-27 03:10:36.007371,2023-09-27 05:15:10.633199,"New York, NY",40.7128,-74.006,Tijuana,32.514947,-117.038247,"Montreal, QC",45.501689,-73.567256,9472.04,Priority,Medical,Syringes,3002.0,Reefer Truck,KYS-5634,Consistent,Equipment Issue,MediCargo,Murillo PLC,Medical,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2023-09-27 08:00:00,2023-09-27 18:00:00,269.25,,Regular,9239.9,DR5REG -> F25DVG,267.1766687141667,On Time,-20.01228196611111,Long (>3500km),35.45,31,High,9472.04,False,September,2023
47e1e31f-05c9-44a6-af02-3d824fa4028f,2023-09-14,2023-09-27 09:17:19.529813,2023-09-28 21:55:51.878339,2023-09-29 00:33:00.454718,2023-09-29 02:53:50.988214,"Montreal, QC",45.501689,-73.567256,,,,"Calgary, AB",51.044733,-114.071883,3586.03,Special Handling,Fuel,Diesel,9117.0,Reefer Truck,KYS-5634,Consistent,,FuelLogix,"Hill, Johns and Hart",Fuel,Alexis Baker,(368)911-7758,Completed,Full Truckload,2023-09-28 08:00:00,2023-09-28 18:00:00,41.61,,Continuation,3542.85,F25DVG -> C3NFKH,39.26136802916666,Delay,2.6190489941666666,Long (>3500km),91.34,31,High,13058.070000000002,False,September,2023
f940cebc-c52b-4be0-bd6c-ce45e97ddc8a,2023-09-29,2023-09-30 07:00:00.000000,2023-10-02 12:29:32.793289,2023-10-02 18:09:40.636778,2023-10-02 21:20:59.435065,Guadalajara,20.659698,-103.349609,,,,"Phoenix, AZ",33.4484,-112.074,1928.84,Special Handling,Perishables,Fresh Produce,1726.0,Reefer Truck,IQH-0841,Signal lost,Route Delay,CoolFreight,"Gibbs, Roberts and Jackson",Perishables,Alexis Baker,(368)911-7758,Completed,Full Truckload,2023-10-02 08:00:00,2023-10-02 18:00:00,62.35,,Regular,1922.84,9EWT80 -> 9TBQ39,59.161287993888884,Delay,5.668845413611111,Medium (1500-3500km),32.6,31,High,1928.84,False,September,2023
b7ab626d-11ab-425c-81fb-1a647fb71473,2023-10-03,2023-10-04 03:00:00.000000,2023-10-07 17:07:09.995893,2023-10-07 12:10:15.025295,2023-10-07 14:34:04.239608,"Philadelphia, PA",39.9526,-75.1652,,,,"Calgary, AB",51.044733,-114.071883,3924.56,Special Handling,Mixed,Boxes,9153.0,Flatbed,FPU-8083,Consistent,Driver Issue,TransEdge,Russell-Figueroa,Mixed,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2023-10-07 08:00:00,2023-10-07 18:00:00,83.57,,Regular,3797.07,DR4E39 -> C3NFKH,81.17084035972222,On Time,-4.948602943888889,Long (>3500km),48.35,31,High,3924.56,False,October,2023
6586cb8b-ac91-40c7-9caa-8dcbf17ccf4d,2023-10-10,2023-10-11 20:00:00.000000,2023-10-13 21:59:52.870383,2023-10-13 23:35:11.826996,2023-10-14 01:49:31.822687,"Charlotte, NC",35.2271,-80.8431,,,,"Houston, TX",29.7604,-95.3698,1687.75,Special Handling,Perishables,Cheese,7848.0,Reefer Truck,DJS-8240,Consistent,,ArcticShip,Pittman-Wright,Perishables,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2023-10-13 08:00:00,2023-10-13 18:00:00,53.83,,Regular,1667.05,DNQ82K -> 9VK1MC,51.586618609999995,On Time,1.5885990591666668,Medium (1500-3500km),32.72,31,High,1687.75,False,October,2023
d3a0f18e-d91c-4c29-9dec-75fe94698707,2023-10-10,2023-10-14 13:47:35.402848,2023-10-16 06:53:15.481106,2023-10-16 09:31:02.656144,2023-10-16 12:07:27.588460,"Houston, TX",29.7604,-95.3698,,,,"Seattle, WA",47.6062,-122.3321,3868.05,Priority,Construction,Bricks,1662.0,Reefer Truck,DJS-8240,Consistent,,BuildBase,Allen-Peterson,Construction,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2023-10-16 08:00:00,2023-10-16 18:00:00,46.33,,Continuation,3723.2,9VK1MC -> C23NB6,43.72423702666667,Delay,2.6297708438888887,Long (>3500km),88.46,31,High,5555.8,False,October,2023
6b1347aa-e4ba-42f2-a799-861b8adcc94f,2023-10-28,2023-10-31 18:51:09.951406,2023-11-02 00:38:38.736432,2023-11-02 01:14:43.725827,2023-11-02 02:37:06.432449,"Houston, TX",29.7604,-95.3698,,,,"Washington, DC",38.9072,-77.0369,2277.79,Priority,Metals,Iron Rods,9168.0,Reefer Truck,QNQ-9985,Consistent,,SteelWorx Ltd,Randall PLC,Metals,Alexis Baker,(368)911-7758,Completed,Full Truckload,2023-11-02 08:00:00,2023-11-02 18:00:00,31.77,,Continuation,2266.66,9VK1MC -> DQCJQF,30.392715116944444,Delay,0.6013859430555556,Medium (1500-3500km),74.95,5,High,17782.02,False,October,2023
9f30ca35-3bae-4e61-9eec-805877b8ffa9,2023-11-09,2023-11-11 00:00:00.000000,2023-11-12 18:54:42.356195,2023-11-12 15:46:00.178348,2023-11-12 19:51:24.565732,Tijuana,32.514947,-117.038247,,,,"San Antonio, TX",29.4241,-98.4936,2131.18,Special Handling,Hazardous,Bleach,4276.0,Container Truck,SJT-2236,Consistent,,SafeChem,Mills-Woods,Hazardous,Alexis Baker,(368)911-7758,Completed,Full Truckload,2023-11-12 08:00:00,2023-11-12 18:00:00,43.86,,Regular,2071.89,9MUBBX -> 9V1ZQS,39.766716207777776,On Time,-3.1450494019444446,Medium (1500-3500km),53.59,3,Low,17034.82,False,November,2023
5ce48aee-532d-4ff8-b163-0fd5ed547da8,2023-12-08,2023-12-09 18:00:00.000000,2023-12-12 05:56:39.207287,2023-12-12 08:46:55.729270,2023-12-12 10:18:30.465151,"Boston, MA",42.3601,-71.0589,,,,"Dallas, TX",32.7767,-96.797,2875.22,Express,Agriculture,Fertilizer,6287.0,Flatbed,CLR-3863,Consistent,,GreenEarth Supply,"Page, Chan and Golden",Agriculture,Alexis Baker,(368)911-7758,Completed,Full Truckload,2023-12-12 08:00:00,2023-12-12 18:00:00,64.31,,Regular,2832.34,DRT2ZP -> 9VG4MQ,62.782147019444444,Delay,2.837922773055556,Medium (1500-3500km),45.8,4,Medium,4136.58,False,December,2023
ca7d0a27-0767-4cd7-9cbc-b13991284360,2023-12-08,2023-12-12 17:17:02.782716,2023-12-13 20:06:50.370474,2023-12-13 20:42:36.418887,2023-12-14 01:04:19.189102,"Fort Worth, TX",32.7555,-97.3308,,,,"Washington, DC",38.9072,-77.0369,2192.6,Priority,Medical,Masks,4584.0,Flatbed,CLR-3863,Consistent,,MediCargo,"Anthony, Howe and Gonzalez",Medical,Alexis Baker,(368)911-7758,Completed,Full Truckload,2023-12-13 08:00:00,2023-12-13 18:00:00,31.79,,Continuation,2189.55,9VFF34 -> DQCJQF,27.4260100475,Delay,0.5961245591666666,Medium (1500-3500km),79.95,4,High,6329.18,False,December,2023
a9630e2c-9474-4684-87c2-29c35f777241,2024-02-12,2024-02-13 09:00:00.000000,2024-02-16 12:39:15.339440,2024-02-16 12:48:00.757149,2024-02-16 13:54:11.007151,"Austin, TX",30.2672,-97.7431,"Boston, MA",42.3601,-71.0589,"New York, NY",40.7128,-74.006,3618.12,Express,Agriculture,Fertilizer,1243.0,Reefer Truck,VEG-0310,Consistent,,GreenEarth Supply,Little Group,Agriculture,Alexis Baker,(368)911-7758,Completed,Full Truckload,2024-02-16 08:00:00,2024-02-16 18:00:00,76.9,,Regular,3488.29,9V6KPV -> DR5REG,75.80021031916667,On Time,0.1459493636111111,Long (>3500km),47.73,5,Medium,3618.12,False,February,2024
b06b0166-c678-40c5-83a7-b386dd665918,2024-02-12,2024-02-17 01:00:58.977568,2024-02-18 06:35:51.708255,2024-02-18 08:19:56.761729,2024-02-18 12:43:46.413432,"New York, NY",40.7128,-74.006,,,,"Houston, TX",29.7604,-95.3698,2708.45,Regular,Hazardous,Industrial Solvent,1079.0,Reefer Truck,VEG-0310,Consistent,,HydroTrans,Wiley and Sons,Hazardous,Alexis Baker,(368)911-7758,Completed,Full Truckload,2024-02-18 08:00:00,2024-02-18 18:00:00,35.71,,Continuation,2622.04,DR5REG -> 9VK1MC,31.316051155833335,Delay,1.7347370761111112,Medium (1500-3500km),86.49,5,High,6326.57,False,February,2024
3de03c8d-889f-4ad7-8381-1e4a68606601,2024-03-11,2024-03-15 00:17:02.247166,2024-03-15 11:26:12.457726,2024-03-15 20:31:48.841523,2024-03-15 21:47:12.727035,"Toronto, ON",43.65107,-79.347015,,,,"Charlotte, NC",35.2271,-80.8431,1232.47,Special Handling,Construction,Bricks,5400.0,Flatbed,MVT-4529,Consistent,Border Issue,BuildBase,Jones-Kane,Construction,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2024-03-15 08:00:00,2024-03-15 18:00:00,21.5,,Continuation,1217.73,DPZ866 -> DNQ82K,20.246276210277777,Delay,9.093439943611111,Short (<1500km),60.87,3,Medium,3929.8,False,March,2024
f47a7c1c-70ee-473c-b0d3-283b590cf69c,2024-04-12,2024-04-13 11:00:00.000000,2024-04-16 08:40:34.249613,2024-04-16 07:49:58.209325,2024-04-16 10:08:30.967230,Cancun,21.161908,-86.851528,"Philadelphia, PA",39.9526,-75.1652,"Boston, MA",42.3601,-71.0589,6028.68,Special Handling,Mixed,Mixed Goods,8557.0,Reefer Truck,XSK-2513,Consistent,,TransEdge,Francis-Smith,Mixed,Alexis Baker,(368)911-7758,Completed,Less-than-Truckload,2024-04-16 08:00:00,2024-04-16 18:00:00,71.14,,Regular,5760.11,D5F0RS -> DRT2ZP,68.83283592361111,On Time,-0.8433445244444445,Long (>3500km),87.58,9,High,6028.68,False,April,2024
caec5679-5513-4d8d-8a4c-499aec3fc7e1,2024-04-12,2024-04-16 16:45:44.853574,2024-04-17 21:41:29.612762,2024-04-17 22:42:33.415925,2024-04-18 00:54:32.508442,"Boston, MA",42.3601,-71.0589,,,,"Dallas, TX",32.7767,-96.797,2898.62,Regular,Fuel,Diesel,9287.0,Reefer Truck,XSK-2513,Consistent,,FuelLogix,"Krueger, Rodriguez and Roach",Fuel,Alexis Baker,(368)911-7758,Completed,Full Truckload,2024-04-17 08:00:00,2024-04-17 18:00:00,32.15,,Continuation,2832.34,DRT2ZP -> 9VG4MQ,29.94682287527778,On Time,1.0177231008333334,Medium (1500-3500km),96.79,9,High,8927.3,False,April,2024
e90692bd-e100-4838-bf25-ccf28fb14ebf,2024-04-17,2024-04-17 16:00:00.000000,2024-04-19 21:52:20.466062,2024-04-19 23:15:13.345721,2024-04-20 01:06:03.315781,"San Diego, CA",32.7157,-117.1611,,,,"San Antonio, TX",29.4241,-98.4936,2137.64,Priority,Construction,Cement,521.0,Reefer Truck,QNQ-9985,Consistent,,BuildBase,"Martin, Tucker and Brown",Construction,Alexis Baker,(368)911-7758,Completed,Full Truckload,2024-04-19 08:00:00,2024-04-19 18:00:00,57.1,,Regular,2054.14,9MUDJG -> 9V1ZQS,55.25370714472222,Delay,1.3813554608333334,Medium (1500-3500km),38.69,9,High,19919.66,False,April,2024
