Booking ID,Booking Date,Trip Start Date,Planned ETA,Actual ETA,Trip End Date,Origin Location,Origin Lat,Origin Lon,Stopover Location,Stopover Lat,Stopover Lon,Destination Location,Destination Lat,Destination Lon,Distance (KM),Shipment Type,Material Category,Material Shipped,Material Weight (KG),Vehicle Type,Vehicle Registration,GPS Notes,Enroute Issues,Supplier Name,Customer Name,Supplier Specialization,Driver Name,Driver Mobile No,Trip Status,Load Type,Delivery Window Start,Delivery Window End,Driver Hours Logged,Notes,Trip Type
87c0d275-bd37-418b-ae08-a276097aa625,2019-07-08,2019-07-14 15:52:19.042298,2019-07-16 19:15:35.660849,2019-07-16 17:09:43.077337,2019-07-16 17:09:43.077337,"Columbus, OH",39.9612,-82.9988,,,,"Seattle, WA",47.6062,-122.3321,4118.54,Regular,,,,Tanker,AFG-1850,Consistent,,,,,Rebecca Pearson MD,9282951718,Completed,,2019-07-16 08:00:00,2019-07-16 18:00:00,49.29,Empty Return,Empty Return
56929bd3-55a4-44d9-a606-0b39d3e2d011,2022-04-24,2022-04-29 14:51:04.647808,2022-05-02 00:18:10.360480,2022-05-02 00:39:26.573316,2022-05-02 00:39:26.573316,Mexico City,19.432608,-99.133209,,,,"Vancouver, BC",49.282729,-123.120738,4831.26,Regular,,,,Box Truck,MBJ-1338,Consistent,,,,,Adam Russell,817.912.7484,Completed,,2022-05-02 08:00:00,2022-05-02 18:00:00,57.81,Empty Return,Empty Return
d1908ef0-32e6-4af7-996b-b2cecf8624af,2023-07-30,2023-08-06 07:04:46.272046,2023-08-07 15:56:57.058950,2023-08-07 17:00:28.674467,2023-08-07 17:00:28.674467,"Houston, TX",29.7604,-95.3698,,,,"San Diego, CA",32.7157,-117.1611,2543.72,Regular,,,,Reefer Truck,PFR-6945,Consistent,,,,,Michael Berger,8504455623,Completed,,2023-08-07 08:00:00,2023-08-07 18:00:00,33.93,Empty Return,Empty Return
336b842d-b1af-43c0-bd76-d2407a4ea52f,2019-11-09,2019-11-14 19:56:17.304602,2019-11-16 12:04:31.574124,2019-11-16 11:46:05.975829,2019-11-16 11:46:05.975829,"Toronto, ON",43.65107,-79.347015,,,,Monterrey,25.686614,-100.316116,3270.21,Regular,,,,Flatbed,CET-8734,Consistent,,,,,Jon Bates,(980)871-5451x6808,Completed,,2019-11-16 08:00:00,2019-11-16 18:00:00,39.83,Empty Return,Empty Return
1a7e61be-7421-44d3-9610-590c752bc1f9,2020-07-20,2020-07-22 19:56:34.240105,2020-07-23 15:38:33.526888,2020-07-23 15:31:15.389338,2020-07-23 15:31:15.389338,"San Diego, CA",32.7157,-117.1611,,,,"Seattle, WA",47.6062,-122.3321,2157.98,Regular,,,,Tanker,QEJ-1822,Consistent,,,,,Rebecca Pearson MD,9282951718,Completed,,2020-07-23 08:00:00,2020-07-23 18:00:00,19.58,Empty Return,Empty Return
3da6b1eb-efa7-4d24-af7b-d4d1d9f70b50,2019-01-22,2019-01-23 10:31:41.415780,2019-01-23 19:41:56.335934,2019-01-23 19:56:03.214609,2019-01-23 19:56:03.214609,Tijuana,32.514947,-117.038247,,,,"San Jose, CA",37.3382,-121.8863,775.01,Regular,,,,Reefer Truck,ZHY-3149,Consistent,,,,,Katherine Miller,2656940139,Completed,,2019-01-23 08:00:00,2019-01-23 18:00:00,9.41,Empty Return,Empty Return
714d62f8-f84d-477f-93b9-eddf52c0060f,2022-04-04,2022-04-07 04:06:03.171167,2022-04-08 07:19:22.906115,2022-04-08 06:57:22.228102,2022-04-08 06:57:22.228102,"San Diego, CA",32.7157,-117.1611,,,,"Seattle, WA",47.6062,-122.3321,2083.02,Regular,,,,Box Truck,DLE-8050,Consistent,,,,,Ashley Pena,001-783-667-3657x66156,Completed,,2022-04-08 08:00:00,2022-04-08 18:00:00,26.86,Empty Return,Empty Return
346b7c72-441f-4e79-88dc-6524f128a85f,2022-10-25,2022-10-31 21:35:51.812952,2022-11-02 09:52:02.705543,2022-11-02 11:07:07.939387,2022-11-02 11:07:07.939387,"Jacksonville, FL",30.3322,-81.6557,,,,"Phoenix, AZ",33.4484,-112.074,3536.3,Regular,,,,Flatbed,ORX-7743,Delayed ping,,,,,John Cook,001-886-875-3396x36057,Completed,,2022-11-02 08:00:00,2022-11-02 18:00:00,37.52,Empty Return,Empty Return
b8f377da-98cd-4326-9c08-96d46f256ec8,2020-12-18,2020-12-25 07:44:49.521799,2020-12-27 04:07:02.621202,2020-12-27 06:26:22.937177,2020-12-27 06:26:22.937177,Guadalajara,20.659698,-103.349609,,,,"Vancouver, BC",49.282729,-123.120738,4405.03,Regular,,,,Flatbed,ORX-7743,Consistent,,,,,Wanda Torres,+1-309-413-3412x328,Completed,,2020-12-27 08:00:00,2020-12-27 18:00:00,46.69,Empty Return,Empty Return
ef7bb609-4a3c-4dbf-9022-a3d482fca241,2019-08-29,2019-09-03 17:33:31.903353,2019-09-05 04:47:12.181074,2019-09-05 08:14:26.478918,2019-09-05 08:14:26.478918,"Phoenix, AZ",33.4484,-112.074,,,,"Columbus, OH",39.9612,-82.9988,3157.22,Regular,,,,Box Truck,OCZ-8350,Consistent,,,,,James Harmon,(707)415-9696x64160,Completed,,2019-09-05 08:00:00,2019-09-05 18:00:00,38.68,Empty Return,Empty Return
332c218e-547d-4928-941e-2868fb288c5c,2024-06-27,2024-07-03 05:24:32.123341,2024-07-05 04:27:55.319537,2024-07-05 01:35:46.077948,2024-07-05 01:35:46.077948,Tijuana,32.514947,-117.038247,,,,"Jacksonville, FL",30.3322,-81.6557,3886.41,Regular,,,,Flatbed,VWY-5375,Consistent,,,,,Jennifer Pena,(817)745-9615,Completed,,2024-07-05 08:00:00,2024-07-05 18:00:00,44.19,Empty Return,Empty Return
a6ae3826-130a-4ce7-b244-e78b2cd78df7,2023-04-22,2023-04-26 15:58:21.153648,2023-04-27 21:34:19.653364,2023-04-27 20:10:04.842603,2023-04-27 20:10:04.842603,"Charlotte, NC",35.2271,-80.8431,,,,Monterrey,25.686614,-100.316116,2587.11,Regular,,,,Container Truck,LTA-3435,Consistent,,,,,Madison Marshall,001-446-812-0047x113,Completed,,2023-04-27 08:00:00,2023-04-27 18:00:00,28.2,Empty Return,Empty Return
b7b14771-8219-4bd4-ba44-5a624cc47050,2019-12-23,2019-12-28 17:48:43.370882,2019-12-30 19:39:23.930465,2019-12-30 22:55:52.522163,2019-12-30 22:55:52.522163,"Washington, DC",38.9072,-77.0369,,,,"Calgary, AB",51.044733,-114.071883,3914.65,Regular,,,,Container Truck,JBI-0598,Consistent,,,,,Robin Hall,001-729-504-2284x21020,Completed,,2019-12-30 08:00:00,2019-12-30 18:00:00,53.12,Empty Return,Empty Return
2e24dfd7-9e10-4374-9347-f728b815ce27,2023-05-28,2023-05-30 20:36:10.592393,2023-05-31 07:50:49.290734,2023-05-31 08:36:15.143919,2023-05-31 08:36:15.143919,"Toronto, ON",43.65107,-79.347015,,,,"Chicago, IL",41.8781,-87.6298,867.48,Regular,,,,Reefer Truck,LBT-1241,Consistent,,,,,Alexis Herrera,754.596.5137x098,Completed,,2023-05-31 08:00:00,2023-05-31 18:00:00,12.0,Empty Return,Empty Return
c2077133-b6aa-4fc3-8b67-1f78179bb239,2022-05-10,2022-05-13 00:03:55.890822,2022-05-14 01:41:40.052779,2022-05-14 03:08:56.996128,2022-05-14 03:08:56.996128,"Phoenix, AZ",33.4484,-112.074,,,,"Vancouver, BC",49.282729,-123.120738,2463.28,Regular,,,,Box Truck,QBW-6311,Consistent,,,,,Theresa Williams,+1-784-470-0766x17711,Completed,,2022-05-14 08:00:00,2022-05-14 18:00:00,27.08,Empty Return,Empty Return
0ecbdbf7-8cab-48d9-81b9-d2c085f1cc22,2021-09-07,2021-09-10 21:52:53.403298,2021-09-11 18:23:40.389977,2021-09-11 19:00:33.429576,2021-09-11 19:00:33.429576,"Jacksonville, FL",30.3322,-81.6557,,,,"New York, NY",40.7128,-74.006,1619.89,Regular,,,,Box Truck,YYM-2691,Consistent,,,,,Alexis Herrera,754.596.5137x098,Completed,,2021-09-11 08:00:00,2021-09-11 18:00:00,21.13,Empty Return,Empty Return
1c533adf-c5e2-4488-8928-199a76df8979,2019-09-28,2019-10-02 02:33:07.606618,2019-10-03 14:17:02.735072,2019-10-03 12:32:02.600198,2019-10-03 12:32:02.600198,Leon,21.122997,-101.686852,,,,"Chicago, IL",41.8781,-87.6298,3410.01,Regular,,,,Container Truck,WNR-0450,Consistent,,,,,Theresa Williams,+1-784-470-0766x17711,Completed,,2019-10-03 08:00:00,2019-10-03 18:00:00,33.98,Empty Return,Empty Return
a5b49cfc-4065-445c-8d53-71369c3699a7,2020-02-26,2020-03-03 13:54:32.996861,2020-03-06 00:03:43.966804,2020-03-05 21:38:18.012822,2020-03-05 21:38:18.012822,"New York, NY",40.7128,-74.006,,,,Tijuana,32.514947,-117.038247,4561.9,Regular,,,,Box Truck,OIV-1043,Consistent,,,,,Claudia Wallace,551.358.5064,Completed,,2020-03-06 08:00:00,2020-03-06 18:00:00,55.73,Empty Return,Empty Return
0b0607fa-8ed7-4dd8-afd3-605d2339d0b6,2023-11-10,2023-11-15 22:52:28.594234,2023-11-18 03:21:21.695295,2023-11-18 00:24:24.417855,2023-11-18 00:24:24.417855,"Philadelphia, PA",39.9526,-75.1652,,,,Leon,21.122997,-101.686852,4270.89,Regular,,,,Box Truck,DLE-8050,Consistent,,,,,Theresa Williams,+1-784-470-0766x17711,Completed,,2023-11-18 08:00:00,2023-11-18 18:00:00,49.53,Empty Return,Empty Return
18a23a04-3da2-4395-95cb-e0cdea55387a,2022-02-24,2022-02-28 18:43:19.177403,2022-03-02 17:02:16.259782,2022-03-02 19:52:35.422607,2022-03-02 19:52:35.422607,"Vancouver, BC",49.282729,-123.120738,,,,"Houston, TX",29.7604,-95.3698,4159.86,Regular,,,,Tanker,SJI-8011,Consistent,,,,,Michael Paul,+1-669-226-1796,Completed,,2022-03-02 08:00:00,2022-03-02 18:00:00,49.15,Empty Return,Empty Return
5342d089-5551-413b-a84f-b3980f37f81f,2019-05-17,2019-05-20 01:51:35.028376,2019-05-21 00:00:46.500192,2019-05-21 02:40:49.676431,2019-05-21 02:40:49.676431,"Dallas, TX",32.7767,-96.797,,,,Cancun,21.161908,-86.851528,3076.76,Regular,,,,Box Truck,YYM-2691,Consistent,Route Delay,,,,Jon Bates,(980)871-5451x6808,Completed,,2019-05-21 08:00:00,2019-05-21 18:00:00,24.82,Empty Return,Empty Return
5949c242-b49f-4fd8-84e5-717936e14415,2020-11-27,2020-12-02 19:15:20.888920,2020-12-04 01:44:06.735900,2020-12-04 01:28:35.633811,2020-12-04 01:28:35.633811,"Calgary, AB",51.044733,-114.071883,,,,"Dallas, TX",32.7767,-96.797,3117.19,Regular,,,,Box Truck,EJH-3495,Consistent,,,,,Jon Bates,(980)871-5451x6808,Completed,,2020-12-04 08:00:00,2020-12-04 18:00:00,30.22,Empty Return,Empty Return
fe3a02f9-b402-4a1d-9c1b-136635e4821e,2023-04-12,2023-04-16 08:20:19.290090,2023-04-17 12:12:36.299863,2023-04-17 12:32:01.898958,2023-04-17 12:32:01.898958,"Jacksonville, FL",30.3322,-81.6557,,,,Monterrey,25.686614,-100.316116,2275.22,Regular,,,,Reefer Truck,IHY-9407,Consistent,,,,,Megan Le,+1-421-504-7095x21456,Completed,,2023-04-17 08:00:00,2023-04-17 18:00:00,28.2,Empty Return,Empty Return
72a88dc8-ab65-4c04-952a-9c33672ed7c2,2021-07-21,2021-07-25 08:56:18.630222,2021-07-26 19:41:51.662923,2021-07-26 22:52:38.623760,2021-07-26 22:52:38.623760,"Vancouver, BC",49.282729,-123.120738,,,,"Fort Worth, TX",32.7555,-97.3308,3554.42,Regular,,,,Tanker,AFG-1850,Consistent,,,,,Robin Hall,001-729-504-2284x21020,Completed,,2021-07-26 08:00:00,2021-07-26 18:00:00,37.94,Empty Return,Empty Return
767dd93f-5d5b-4335-beab-7940672ce3fe,2019-10-09,2019-10-14 20:20:13.672443,2019-10-16 13:19:22.005321,2019-10-16 16:24:40.253600,2019-10-16 16:24:40.253600,"Seattle, WA",47.6062,-122.3321,,,,Leon,21.122997,-101.686852,4214.64,Regular,,,,Container Truck,NGQ-9118,Consistent,,,,,Wanda Torres,+1-309-413-3412x328,Completed,,2019-10-16 08:00:00,2019-10-16 18:00:00,44.07,Empty Return,Empty Return
06e61f4c-5698-4353-9533-1327697fd741,2022-11-01,2022-11-03 15:24:02.696029,2022-11-04 16:27:02.281650,2022-11-04 14:35:17.356416,2022-11-04 14:35:17.356416,"Fort Worth, TX",32.7555,-97.3308,,,,"Washington, DC",38.9072,-77.0369,2331.69,Regular,,,,Tanker,UIF-4345,Consistent,,,,,Alexis Herrera,754.596.5137x098,Completed,,2022-11-04 08:00:00,2022-11-04 18:00:00,23.19,Empty Return,Empty Return
fe1ea3a0-30e1-4206-bff9-419c46a670d5,2024-11-23,2024-11-28 17:41:36.145894,2024-12-01 04:45:01.405013,2024-12-01 05:24:14.522037,2024-12-01 05:24:14.522037,Mexico City,19.432608,-99.133209,,,,"Vancouver, BC",49.282729,-123.120738,4759.61,Regular,,,,Flatbed,ORX-7743,Consistent,,,,,Andrew Payne,+1-227-772-2170x4303,Completed,,2024-12-01 08:00:00,2024-12-01 18:00:00,59.71,Empty Return,Empty Return
303e2f73-0240-418f-b506-7d01c5478194,2022-01-20,2022-01-25 18:35:47.158829,2022-01-27 05:53:00.922725,2022-01-27 04:12:39.021179,2022-01-27 04:12:39.021179,Cancun,21.161908,-86.851528,,,,"Toronto, ON",43.65107,-79.347015,5532.84,Regular,,,,Box Truck,MSR-5454,Consistent,,,,,Rebecca Pearson MD,9282951718,Completed,,2022-01-27 08:00:00,2022-01-27 18:00:00,33.61,Empty Return,Empty Return
e2233fc8-9b66-40d3-9f3f-44792e0980ec,2023-09-26,2023-09-30 09:25:27.357222,2023-10-01 15:52:42.766095,2023-10-01 13:19:18.283621,2023-10-01 13:19:18.283621,Guadalajara,20.659698,-103.349609,,,,"Denver, CO",39.7392,-104.9903,2768.45,Regular,,,,Container Truck,BEQ-8835,Consistent,,,,,Ronald Foster,5905974395,Completed,,2023-10-01 08:00:00,2023-10-01 18:00:00,27.9,Empty Return,Empty Return
cf9bde4a-4930-4d2d-a8b7-6068b2cc918f,2020-08-21,2020-08-22 13:26:07.898388,2020-08-23 00:01:39.100595,2020-08-22 23:53:17.001512,2020-08-22 23:53:17.001512,"Dallas, TX",32.7767,-96.797,,,,Monterrey,25.686614,-100.316116,973.05,Regular,,,,Box Truck,ZHK-1913,Consistent,,,,,James Harmon,(707)415-9696x64160,Completed,,2020-08-23 08:00:00,2020-08-23 18:00:00,10.45,Empty Return,Empty Return
f073722f-a8af-449d-9a36-b7200963bac2,2019-03-03,2019-03-08 09:11:40.878097,2019-03-10 11:32:44.941754,2019-03-10 10:54:59.141109,2019-03-10 10:54:59.141109,"Washington, DC",38.9072,-77.0369,,,,"Los Angeles, CA",34.0522,-118.2437,4636.12,Regular,,,,Tanker,ANV-3158,Consistent,,,,,Robin Hall,001-729-504-2284x21020,Completed,,2019-03-10 08:00:00,2019-03-10 18:00:00,49.72,Empty Return,Empty Return
272fec7d-ee9f-4485-9922-21120579400a,2023-03-23,2023-03-26 12:05:34.846683,2023-03-27 02:18:55.444402,2023-03-27 01:52:46.452292,2023-03-27 01:52:46.452292,Guadalajara,20.659698,-103.349609,,,,"San Antonio, TX",29.4241,-98.4936,1337.16,Regular,,,,Container Truck,DLV-2343,Consistent,,,,,Tony Huerta,664-674-3671x3695,Completed,,2023-03-27 08:00:00,2023-03-27 18:00:00,13.79,Empty Return,Empty Return
1f85c043-2196-4235-8d56-e48a83383027,2021-10-03,2021-10-09 03:43:46.381348,2021-10-10 21:27:38.337328,2021-10-10 23:24:27.028583,2021-10-10 23:24:27.028583,"Los Angeles, CA",34.0522,-118.2437,,,,"Toronto, ON",43.65107,-79.347015,4361.59,Regular,,,,Box Truck,DQY-6272,Consistent,,,,,Jerry Wheeler,503-444-7134x9361,Completed,,2021-10-10 08:00:00,2021-10-10 18:00:00,43.68,Empty Return,Empty Return
cf4da7cc-e55d-4498-8819-374637831ad8,2019-07-20,2019-07-29 10:23:10.047976,2019-07-31 08:12:04.977973,2019-07-31 12:39:55.883396,2019-07-31 12:39:55.883396,Monterrey,25.686614,-100.316116,,,,"Vancouver, BC",49.282729,-123.120738,4212.91,Regular,,,,Flatbed,IBL-3387,Consistent,,,,,Jerry Wheeler,503-444-7134x9361,Completed,,2019-07-31 08:00:00,2019-07-31 18:00:00,50.28,Empty Return,Empty Return
2e1fa846-cc2c-4a26-83da-c61d62a47652,2024-06-04,2024-06-06 22:34:21.207872,2024-06-07 03:02:54.380539,2024-06-07 03:05:35.491639,2024-06-07 03:05:35.491639,"Dallas, TX",32.7767,-96.797,,,,"Austin, TX",30.2672,-97.7431,318.16,Regular,,,,Tanker,BQX-9058,Consistent,,,,,Megan Le,+1-421-504-7095x21456,Completed,,2024-06-07 08:00:00,2024-06-07 18:00:00,4.52,Empty Return,Empty Return
1c1f9caa-c227-43c0-89d5-bce82db3e676,2019-01-26,2019-01-27 12:16:09.848258,2019-01-27 20:58:12.491088,2019-01-27 21:08:08.823258,2019-01-27 21:08:08.823258,"Austin, TX",30.2672,-97.7431,,,,Monterrey,25.686614,-100.316116,614.93,Regular,,,,Box Truck,DLE-8050,Consistent,,,,,Wanda Torres,+1-309-413-3412x328,Completed,,2019-01-27 08:00:00,2019-01-27 18:00:00,8.87,Empty Return,Empty Return
93a06dcc-8dc0-4a28-a124-0269cccb369c,2022-05-12,2022-05-15 00:50:08.891463,2022-05-15 08:01:43.038372,2022-05-15 08:42:42.852998,2022-05-15 08:42:42.852998,"Boston, MA",42.3601,-71.0589,,,,"Washington, DC",38.9072,-77.0369,711.6,Regular,,,,Flatbed,ORX-7743,Consistent,,,,,Theresa Williams,+1-784-470-0766x17711,Completed,,2022-05-15 08:00:00,2022-05-15 18:00:00,7.88,Empty Return,Empty Return
34cfd948-0e3f-42fc-8835-e276070478db,2020-07-10,2020-07-15 11:18:52.854586,2020-07-17 09:23:46.806813,2020-07-17 09:45:27.322910,2020-07-17 09:45:27.322910,"Seattle, WA",47.6062,-122.3321,,,,"Charlotte, NC",35.2271,-80.8431,4885.87,Regular,,,,Reefer Truck,ZHY-3149,Consistent,,,,,Ashley Pena,001-783-667-3657x66156,Completed,,2020-07-17 08:00:00,2020-07-17 18:00:00,46.44,Empty Return,Empty Return
cd46bff5-3566-48a0-8c04-fb1282547fb3,2020-06-18,2020-06-21 20:34:45.431333,2020-06-23 10:53:04.279818,2020-06-23 07:49:11.485269,2020-06-23 07:49:11.485269,Monterrey,25.686614,-100.316116,,,,"Philadelphia, PA",39.9526,-75.1652,3459.69,Regular,,,,Container Truck,ZTP-7015,Consistent,,,,,Joshua Mata,784.324.7451x71236,Completed,,2020-06-23 08:00:00,2020-06-23 18:00:00,35.24,Empty Return,Empty Return
c81f69c0-9dc2-43d5-bdf8-bb5c1bd4c990,2023-03-21,2023-03-23 12:47:02.697842,2023-03-24 06:23:54.031546,2023-03-24 05:09:45.313260,2023-03-24 05:09:45.313260,"Montreal, QC",45.501689,-73.567256,,,,"Chicago, IL",41.8781,-87.6298,1447.31,Regular,,,,Reefer Truck,BCB-1819,Consistent,,,,,Brittany Shepherd,913-618-6999x3867,Completed,,2023-03-24 08:00:00,2023-03-24 18:00:00,16.38,Empty Return,Empty Return
cb4af397-58fc-4703-ad49-f3232bba56c6,2024-09-09,2024-09-14 21:00:40.106129,2024-09-16 14:24:39.338061,2024-09-16 13:15:37.981023,2024-09-16 13:15:37.981023,Leon,21.122997,-101.686852,,,,"Calgary, AB",51.044733,-114.071883,4389.6,Regular,,,,Flatbed,IBL-3387,Consistent,,,,,Megan Le,+1-421-504-7095x21456,Completed,,2024-09-16 08:00:00,2024-09-16 18:00:00,40.25,Empty Return,Empty Return
e9a6dca4-d767-4eb1-8705-70274019b2d3,2024-11-23,2024-11-26 19:52:40.126963,2024-11-27 14:48:09.652369,2024-11-27 16:20:56.233812,2024-11-27 16:20:56.233812,"Houston, TX",29.7604,-95.3698,,,,"Chicago, IL",41.8781,-87.6298,1802.36,Regular,,,,Reefer Truck,LBT-1241,Consistent,,,,,Joseph Dean,570.434.8247x7109,Completed,,2024-11-27 08:00:00,2024-11-27 18:00:00,20.47,Empty Return,Empty Return
882e1a56-8646-4ef7-8788-beac872c1869,2020-02-21,2020-02-27 12:26:16.711044,2020-02-29 02:19:44.700519,2020-02-29 03:32:59.236798,2020-02-29 03:32:59.236798,"Boston, MA",42.3601,-71.0589,,,,"Austin, TX",30.2672,-97.7431,3386.45,Regular,,,,Tanker,YXL-6036,Consistent,,,,,Katherine Miller,2656940139,Completed,,2020-02-29 08:00:00,2020-02-29 18:00:00,39.11,Empty Return,Empty Return
fc1dab9e-df07-49cb-8c1f-2983b390fd4a,2020-11-03,2020-11-08 22:42:13.157944,2020-11-10 23:52:41.550309,2020-11-11 03:54:51.651954,2020-11-11 03:54:51.651954,"Vancouver, BC",49.282729,-123.120738,,,,"Washington, DC",38.9072,-77.0369,4903.1,Regular,,,,Container Truck,MSG-7498,Consistent,,,,,Robin Hall,001-729-504-2284x21020,Completed,,2020-11-10 08:00:00,2020-11-10 18:00:00,53.21,Empty Return,Empty Return
df46d918-5532-4053-ab65-717a9ad8a342,2019-11-11,2019-11-13 11:43:42.009299,2019-11-13 13:17:13.108162,2019-11-13 13:12:51.557740,2019-11-13 13:12:51.557740,"San Antonio, TX",29.4241,-98.4936,,,,"Austin, TX",30.2672,-97.7431,131.96,Regular,,,,Tanker,AFG-1850,Consistent,,,,,Joshua Mata,784.324.7451x71236,Completed,,2019-11-13 08:00:00,2019-11-13 18:00:00,1.49,Empty Return,Empty Return
71536396-8801-4611-9e0c-a2253cdb1a12,2019-12-31,2020-01-04 18:29:34.978472,2020-01-06 00:24:59.600418,2020-01-06 01:41:35.907310,2020-01-06 01:41:35.907310,"Charlotte, NC",35.2271,-80.8431,,,,Leon,21.122997,-101.686852,3245.19,Regular,,,,Flatbed,BLU-6572,Consistent,,,,,Brittany Shepherd,913-618-6999x3867,Completed,,2020-01-06 08:00:00,2020-01-06 18:00:00,31.2,Empty Return,Empty Return
